1682857531050,71,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com: Name or service not known,Kubernetes Thread Group 1-1,text,false,2321,1,1,0
1682857531625,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-2,text,false,2035,1,1,0
1682857532624,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-3,text,false,2035,1,1,0
1682857533624,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-4,text,false,2035,1,1,0
1682857534623,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-5,text,false,2035,1,1,0
1682857535623,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-6,text,false,2035,1,1,0
1682857536624,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-7,text,false,2035,1,1,0
1682857537624,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-8,text,false,2035,1,1,0
1682857538624,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-9,text,false,2035,1,1,0
1682857539624,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-10,text,false,2035,1,1,0
1682891847927,62,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com: Name or service not known,Kubernetes Thread Group 1-1,text,false,2321,1,1,0
1682891848415,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-2,text,false,2035,1,1,0
1682891849414,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-3,text,false,2035,1,1,0
1682891850413,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-4,text,false,2035,1,1,0
1682891851413,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-5,text,false,2035,1,1,0
1682891852413,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-6,text,false,2035,1,1,0
1682891853417,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-7,text,false,2035,1,1,0
1682891854414,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-8,text,false,2035,1,1,0
1682891855414,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-9,text,false,2035,1,1,0
1682891856414,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-10,text,false,2035,1,1,0
1683010301866,65,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com: Name or service not known,Kubernetes Thread Group 1-1,text,false,2321,1,1,0
1683010302399,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-2,text,false,2035,1,1,0
1683010303398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-3,text,false,2035,1,1,0
1683010304398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-4,text,false,2035,1,1,0
1683010305399,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-5,text,false,2035,1,1,0
1683010306398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-6,text,false,2035,1,1,0
1683010307398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-7,text,false,2035,1,1,0
1683010308398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-8,text,false,2035,1,1,0
1683010309399,0,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-9,text,false,2035,1,1,0
1683010310398,1,Kubernetes HTTP Request,Non HTTP response code: java.net.UnknownHostException,Non HTTP response message: oulahn-lotto.com,Kubernetes Thread Group 1-10,text,false,2035,1,1,0
